timestamp,tds_ppm,ph,water_body,label
2022-06-24,339.9,7.49,river,normal
2022-06-26,315.7,7.85,river,normal
2022-06-28,339.0,7.73,river,normal
2022-06-30,325.9,7.52,river,normal
2022-07-02,344.9,7.51,river,normal
2022-07-04,300.4,7.64,river,normal
2022-07-06,307.0,7.94,river,normal
2022-07-08,302.6,7.64,river,normal
2022-07-10,273.1,7.44,river,normal
2022-07-12,314.4,7.62,river,normal
2022-07-14,310.8,7.61,river,normal
2022-07-16,301.7,7.24,river,normal
2022-07-18,293.0,7.63,river,normal
2022-07-20,260.9,7.59,river,normal
2022-07-22,283.1,7.72,river,normal
2022-07-24,282.5,7.89,river,normal
2022-07-26,268.5,7.77,river,normal
2022-07-28,282.0,7.55,river,normal
2022-07-30,293.6,7.42,river,normal
2022-08-01,328.3,7.96,river,normal
2022-08-03,283.1,7.58,river,normal
2022-08-05,282.8,7.57,river,normal
2022-08-07,272.2,7.55,river,normal
2022-08-09,223.9,7.58,river,normal
2022-08-11,269.0,7.52,river,normal
2022-08-13,269.1,7.45,river,normal
2022-08-15,327.1,7.45,river,normal
2022-08-17,258.7,7.52,river,normal
2022-08-19,269.2,7.44,river,normal
2022-08-21,258.9,7.4,river,normal
2022-08-23,228.8,7.52,river,normal
2022-08-25,284.9,7.46,river,normal
2022-08-27,273.5,7.72,river,normal
2022-08-29,272.9,7.09,river,normal
2022-08-31,228.9,7.65,river,normal
2022-09-02,285.3,7.67,river,normal
2022-09-04,213.9,7.17,river,normal
2022-09-06,262.4,7.42,river,normal
2022-09-08,301.4,7.41,river,normal
2022-09-10,220.8,7.26,river,normal
2022-09-12,230.4,7.35,river,normal
2022-09-14,246.2,7.29,river,normal
2022-09-16,230.3,7.72,river,normal
2022-09-18,203.5,7.6,river,normal
2022-09-20,243.3,7.65,river,normal
2022-09-22,214.6,7.56,river,normal
2022-09-24,252.6,7.28,river,normal
2022-09-26,217.4,7.37,river,normal
2022-09-28,278.9,7.52,river,normal
2022-09-30,220.5,7.27,river,normal
2022-10-02,231.9,7.56,river,normal
2022-10-04,260.4,7.41,river,normal
2022-10-06,209.4,7.39,river,normal
2022-10-08,2646.1,5.46,river,acid_mine_drainage
2022-10-10,2673.5,5.42,river,acid_mine_drainage
2022-10-12,2601.1,5.3,river,acid_mine_drainage
2022-10-14,2646.4,5.53,river,acid_mine_drainage
2022-10-16,2648.9,5.2,river,acid_mine_drainage
2022-10-18,262.7,7.55,river,normal
2022-10-20,213.0,7.55,river,normal
2022-10-22,211.8,7.42,river,normal
2022-10-24,258.8,7.52,river,normal
2022-10-26,254.3,7.28,river,normal
2022-10-28,254.3,7.61,river,normal
2022-10-30,257.9,7.45,river,normal
2022-11-01,233.6,7.4,river,normal
2022-11-03,257.8,7.64,river,normal
2022-11-05,260.8,7.39,river,normal
2022-11-07,237.2,7.29,river,normal
2022-11-09,303.4,7.27,river,normal
2022-11-11,270.3,7.6,river,normal
2022-11-13,230.5,7.32,river,normal
2022-11-15,278.5,7.78,river,normal
2022-11-17,239.7,7.21,river,normal
2022-11-19,285.7,7.79,river,normal
2022-11-21,297.1,7.57,river,normal
2022-11-23,249.7,7.53,river,normal
2022-11-25,296.5,7.47,river,normal
2022-11-27,285.0,7.62,river,normal
2022-11-29,297.5,7.56,river,normal
2022-12-01,326.7,7.74,river,normal
2022-12-03,275.6,7.6,river,normal
2022-12-05,265.3,7.61,river,normal
2022-12-07,264.4,7.54,river,normal
2022-12-09,268.8,7.6,river,normal
2022-12-11,289.8,7.66,river,normal
2022-12-13,302.8,7.36,river,normal
2022-12-15,303.8,7.43,river,normal
2022-12-17,320.3,7.75,river,normal
2022-12-19,302.6,7.67,river,normal
2022-12-21,341.3,7.63,river,normal
2022-12-23,301.0,7.66,river,normal
2022-12-25,378.4,7.72,river,normal
2022-12-27,328.8,7.6,river,normal
2022-12-29,294.4,7.57,river,normal
2022-12-31,291.9,7.73,river,normal
2023-01-02,333.4,7.56,river,normal
2023-01-04,318.5,7.77,river,normal
2023-01-06,344.7,7.47,river,normal
2023-01-08,341.4,7.88,river,normal
2023-01-10,330.5,7.81,river,normal
2023-01-12,313.9,7.79,river,normal
2023-01-14,299.9,7.9,river,normal
2023-01-16,329.3,8.01,river,normal
2023-01-18,364.5,7.92,river,normal
2023-01-20,351.1,7.5,river,normal
2023-01-22,317.2,7.6,river,normal
2023-01-24,355.2,7.7,river,normal
2023-01-26,363.0,7.81,river,normal
2023-01-28,333.8,7.89,river,normal
2023-01-30,362.1,7.71,river,normal
2023-02-01,362.1,7.86,river,normal
2023-02-03,334.5,7.72,river,normal
2023-02-05,1274.3,7.25,river,turbidity_event
2023-02-07,1281.6,7.14,river,turbidity_event
2023-02-09,1296.8,7.22,river,turbidity_event
2023-02-11,1298.2,7.16,river,turbidity_event
2023-02-13,1239.5,7.22,river,turbidity_event
2023-02-15,352.5,8.03,river,normal
2023-02-17,390.8,7.74,river,normal
2023-02-19,392.6,8.28,river,normal
2023-02-21,394.4,7.97,river,normal
2023-02-23,479.6,7.93,river,normal
2023-02-25,399.2,7.77,river,normal
2023-02-27,414.9,8.01,river,normal
2023-03-01,411.8,7.83,river,normal
2023-03-03,405.7,7.94,river,normal
2023-03-05,382.8,8.31,river,normal
2023-03-07,410.9,7.91,river,normal
2023-03-09,373.8,8.1,river,normal
2023-03-11,388.3,7.83,river,normal
2023-03-13,383.1,7.93,river,normal
2023-03-15,398.1,8.2,river,normal
2023-03-17,454.8,7.85,river,normal
2023-03-19,350.9,8.21,river,normal
2023-03-21,415.4,8.05,river,normal
2023-03-23,358.4,7.86,river,normal
2023-03-25,387.4,8.04,river,normal
2023-03-27,426.8,8.09,river,normal
2023-03-29,401.4,8.04,river,normal
2023-03-31,373.0,7.71,river,normal
2023-04-02,382.1,7.84,river,normal
2023-04-04,417.0,7.91,river,normal
2023-04-06,381.6,7.94,river,normal
2023-04-08,405.0,8.04,river,normal
2023-04-10,400.4,7.97,river,normal
2023-04-12,382.6,7.75,river,normal
2023-04-14,452.0,8.0,river,normal
2023-04-16,413.6,8.03,river,normal
2023-04-18,346.4,8.02,river,normal
2023-04-20,401.0,8.1,river,normal
2023-04-22,378.9,8.06,river,normal
2023-04-24,415.8,8.0,river,normal
2023-04-26,373.6,7.92,river,normal
2023-04-28,389.4,7.68,river,normal
2023-04-30,403.7,7.99,river,normal
2023-05-02,411.4,7.95,river,normal
2023-05-04,358.3,7.95,river,normal
2023-05-06,378.5,7.72,river,normal
2023-05-08,373.4,7.74,river,normal
2023-05-10,367.4,8.06,river,normal
2023-05-12,426.1,7.89,river,normal
2023-05-14,390.3,7.99,river,normal
2023-05-16,346.8,7.89,river,normal
2023-05-18,399.4,7.88,river,normal
2023-05-20,427.5,8.01,river,normal
2023-05-22,398.2,7.79,river,normal
2023-05-24,332.3,7.87,river,normal
2023-05-26,356.0,7.78,river,normal
2023-05-28,397.6,7.78,river,normal
2023-05-30,345.9,7.79,river,normal
2023-06-01,372.4,7.86,river,normal
2023-06-03,378.3,7.75,river,normal
2023-06-05,333.3,8.0,river,normal
2023-06-07,352.5,7.67,river,normal
2023-06-09,270.5,7.77,river,normal
2023-06-11,323.3,7.72,river,normal
2023-06-13,340.0,8.0,river,normal
2023-06-15,312.5,7.8,river,normal
2023-06-17,381.9,7.92,river,normal
2023-06-19,302.7,7.53,river,normal
2023-06-21,324.7,7.79,river,normal
2023-06-23,336.3,7.87,river,normal
2023-06-25,366.3,7.74,river,normal
2023-06-27,291.7,7.88,river,normal
2023-06-29,353.9,7.64,river,normal
2023-07-01,322.3,7.92,river,normal
2023-07-03,294.8,8.04,river,normal
2023-07-05,328.1,7.63,river,normal
2023-07-07,318.8,7.61,river,normal
2023-07-09,296.1,7.89,river,normal
2023-07-11,310.1,7.9,river,normal
2023-07-13,296.0,7.58,river,normal
2023-07-15,3405.8,4.78,river,acid_mine_drainage
2023-07-17,3416.8,4.8,river,acid_mine_drainage
2023-07-19,3437.2,4.63,river,acid_mine_drainage
2023-07-21,3364.0,4.68,river,acid_mine_drainage
2023-07-23,3445.7,4.66,river,acid_mine_drainage
2023-07-25,3341.0,4.69,river,acid_mine_drainage
2023-07-27,3383.5,4.79,river,acid_mine_drainage
2023-07-29,299.5,7.63,river,normal
2023-07-31,289.3,7.81,river,normal
2023-08-02,264.3,7.42,river,normal
2023-08-04,272.3,7.71,river,normal
2023-08-06,262.9,7.53,river,normal
2023-08-08,258.2,7.55,river,normal
2023-08-10,292.0,7.65,river,normal
2023-08-12,277.6,7.37,river,normal
2023-08-14,249.2,7.59,river,normal
2023-08-16,287.0,7.55,river,normal
2023-08-18,270.3,7.59,river,normal
2023-08-20,281.0,7.56,river,normal
2023-08-22,274.6,7.88,river,normal
2023-08-24,236.4,7.41,river,normal
2023-08-26,241.5,7.42,river,normal
2023-08-28,272.6,7.4,river,normal
2023-08-30,267.6,7.41,river,normal
2023-09-01,250.4,7.39,river,normal
2023-09-03,252.5,7.66,river,normal
2023-09-05,280.3,7.69,river,normal
2023-09-07,232.4,7.39,river,normal
2023-09-09,259.7,7.34,river,normal
2023-09-11,240.0,7.54,river,normal
2023-09-13,238.7,7.38,river,normal
2023-09-15,270.8,7.56,river,normal
2023-09-17,263.2,7.49,river,normal
2023-09-19,262.3,7.23,river,normal
2023-09-21,274.0,7.69,river,normal
2023-09-23,241.4,7.72,river,normal
2023-09-25,257.6,7.36,river,normal
2023-09-27,232.5,7.39,river,normal
2023-09-29,248.2,7.49,river,normal
2023-10-01,236.8,7.5,river,normal
2023-10-03,242.4,7.55,river,normal
2023-10-05,255.0,7.75,river,normal
2023-10-07,219.9,7.42,river,normal
2023-10-09,292.9,7.33,river,normal
2023-10-11,215.9,7.25,river,normal
2023-10-13,211.1,7.35,river,normal
2023-10-15,271.0,7.45,river,normal
2023-10-17,262.5,7.73,river,normal
2023-10-19,259.1,7.38,river,normal
2023-10-21,260.1,7.5,river,normal
2023-10-23,245.0,7.46,river,normal
2023-10-25,223.9,7.65,river,normal
2023-10-27,249.3,7.85,river,normal
2023-10-29,231.7,7.4,river,normal
2023-10-31,274.3,7.41,river,normal
2023-11-02,247.6,7.64,river,normal
2023-11-04,232.1,7.59,river,normal
2023-11-06,246.2,7.77,river,normal
2023-11-08,266.2,7.59,river,normal
2023-11-10,243.5,7.45,river,normal
2023-11-12,238.8,7.6,river,normal
2023-11-14,267.3,7.68,river,normal
2023-11-16,269.2,7.65,river,normal
2023-11-18,252.4,7.6,river,normal
2023-11-20,255.3,7.69,river,normal
2023-11-22,275.0,7.72,river,normal
2023-11-24,235.1,7.76,river,normal
2023-11-26,238.3,7.65,river,normal
2023-11-28,257.8,7.54,river,normal
2023-11-30,272.8,7.59,river,normal
2023-12-02,288.3,7.76,river,normal
2023-12-04,319.8,7.46,river,normal
2023-12-06,306.8,7.65,river,normal
2023-12-08,283.9,7.54,river,normal
2023-12-10,289.9,7.61,river,normal
2023-12-12,267.9,7.81,river,normal
2023-12-14,295.1,7.65,river,normal
2023-12-16,291.0,7.64,river,normal
2023-12-18,309.0,7.44,river,normal
2023-12-20,282.9,7.76,river,normal
2023-12-22,919.3,8.25,river,algal_bloom
2023-12-24,947.3,8.49,river,algal_bloom
2023-12-26,909.0,8.13,river,algal_bloom
2023-12-28,924.5,8.22,river,algal_bloom
2023-12-30,934.5,8.23,river,algal_bloom
2024-01-01,310.0,7.94,river,normal
2024-01-03,328.4,7.69,river,normal
2024-01-05,325.8,7.76,river,normal
2024-01-07,330.7,7.82,river,normal
2024-01-09,311.7,7.76,river,normal
2024-01-11,334.3,7.68,river,normal
2024-01-13,348.9,7.78,river,normal
2024-01-15,375.4,7.92,river,normal
2024-01-17,365.7,7.61,river,normal
2024-01-19,398.2,7.8,river,normal
2024-01-21,327.8,7.68,river,normal
2024-01-23,371.4,7.97,river,normal
2024-01-25,356.7,7.57,river,normal
2024-01-27,409.4,7.72,river,normal
2024-01-29,336.9,7.87,river,normal
2024-01-31,338.5,8.06,river,normal
2024-02-02,346.9,7.82,river,normal
2024-02-04,311.1,7.75,river,normal
2024-02-06,353.3,8.13,river,normal
2024-02-08,349.7,7.63,river,normal
2024-02-10,374.6,7.53,river,normal
2024-02-12,381.5,7.93,river,normal
2024-02-14,421.9,7.8,river,normal
2024-02-16,400.7,7.72,river,normal
2024-02-18,364.4,7.99,river,normal
2024-02-20,358.2,7.93,river,normal
2024-02-22,394.7,7.81,river,normal
2024-02-24,351.1,7.71,river,normal
2024-02-26,431.5,8.04,river,normal
2024-02-28,416.7,8.01,river,normal
2024-03-01,377.0,7.9,river,normal
2024-03-03,347.2,8.2,river,normal
2024-03-05,425.2,7.76,river,normal
2024-03-07,389.7,7.7,river,normal
2024-03-09,424.6,7.83,river,normal
2024-03-11,354.8,7.93,river,normal
2024-03-13,380.7,7.97,river,normal
2024-03-15,396.6,7.9,river,normal
2024-03-17,398.4,7.99,river,normal
2024-03-19,386.7,7.76,river,normal
2024-03-21,414.1,8.16,river,normal
2024-03-23,372.3,7.93,river,normal
2024-03-25,395.8,8.12,river,normal
2024-03-27,402.7,8.0,river,normal
2024-03-29,412.7,8.02,river,normal
2024-03-31,417.8,8.04,river,normal
2024-04-02,371.9,8.02,river,normal
2024-04-04,361.6,8.05,river,normal
2024-04-06,431.7,8.15,river,normal
2024-04-08,407.8,7.98,river,normal
2024-04-10,380.4,8.05,river,normal
2024-04-12,437.4,7.93,river,normal
2024-04-14,401.0,8.16,river,normal
2024-04-16,426.9,7.84,river,normal
2024-04-18,398.4,8.21,river,normal
2024-04-20,1947.4,6.73,river,industrial_discharge
2024-04-22,1938.8,6.52,river,industrial_discharge
2024-04-24,1887.7,6.75,river,industrial_discharge
2024-04-26,1917.1,6.63,river,industrial_discharge
2024-04-28,1907.8,6.85,river,industrial_discharge
2024-04-30,1924.6,6.62,river,industrial_discharge
2024-05-02,364.9,7.85,river,normal
2024-05-04,404.8,7.63,river,normal
2024-05-06,412.6,7.84,river,normal
2024-05-08,340.5,7.54,river,normal
2024-05-10,353.3,7.66,river,normal
2024-05-12,330.1,8.01,river,normal
2024-05-14,372.6,8.0,river,normal
2024-05-16,395.4,7.94,river,normal
2024-05-18,413.0,7.73,river,normal
2024-05-20,375.3,7.86,river,normal
2024-05-22,412.1,7.86,river,normal
2024-05-24,334.7,7.68,river,normal
2024-05-26,324.4,8.07,river,normal
2024-05-28,363.4,7.97,river,normal
2024-05-30,372.1,7.8,river,normal
2024-06-01,359.3,7.83,river,normal
2024-06-03,306.0,7.85,river,normal
2024-06-05,353.0,7.5,river,normal
2024-06-07,320.1,7.77,river,normal
2024-06-09,367.0,7.69,river,normal
2024-06-11,356.8,7.64,river,normal
2024-06-13,321.6,7.74,river,normal
2024-06-15,329.6,8.04,river,normal
2024-06-17,313.3,7.86,river,normal
2024-06-19,335.5,7.67,river,normal
2024-06-21,358.3,7.83,river,normal
2024-06-23,307.0,7.95,river,normal
2024-06-25,341.5,7.87,river,normal
2024-06-27,312.9,7.73,river,normal
2024-06-29,303.6,7.61,river,normal
2024-07-01,318.0,7.81,river,normal
2024-07-03,292.1,7.75,river,normal
2024-07-05,301.3,7.82,river,normal
2024-07-07,282.5,7.77,river,normal
2024-07-09,3158.8,5.43,river,acid_mine_drainage
2024-07-11,3107.9,5.18,river,acid_mine_drainage
2024-07-13,3086.8,5.45,river,acid_mine_drainage
2024-07-15,3106.9,5.27,river,acid_mine_drainage
2024-07-17,296.1,7.95,river,normal
2024-07-19,290.7,7.52,river,normal
2024-07-21,309.0,7.88,river,normal
2024-07-23,310.0,7.64,river,normal
2024-07-25,275.3,7.5,river,normal
2024-07-27,271.6,7.52,river,normal
2024-07-29,276.7,7.54,river,normal
2024-07-31,223.6,7.64,river,normal
2024-08-02,240.8,7.65,river,normal
2024-08-04,310.6,7.48,river,normal
2024-08-06,315.2,7.55,river,normal
2024-08-08,265.6,7.87,river,normal
2024-08-10,284.1,7.8,river,normal
2024-08-12,275.4,7.6,river,normal
2024-08-14,342.5,7.54,river,normal
2024-08-16,291.5,7.54,river,normal
2024-08-18,258.4,7.61,river,normal
2024-08-20,235.9,7.36,river,normal
2024-08-22,217.8,7.47,river,normal
2024-08-24,261.4,7.25,river,normal
2024-08-26,235.8,7.56,river,normal
2024-08-28,217.6,7.59,river,normal
2024-08-30,235.5,7.41,river,normal
2024-09-01,223.2,7.72,river,normal
2024-09-03,291.1,7.29,river,normal
2024-09-05,269.8,7.25,river,normal
2024-09-07,246.4,7.5,river,normal
2024-09-09,282.5,7.62,river,normal
2024-09-11,246.5,7.72,river,normal
2024-09-13,222.2,7.39,river,normal
2024-09-15,281.0,7.62,river,normal
2024-09-17,255.7,7.45,river,normal
2024-09-19,215.7,7.43,river,normal
2024-09-21,236.4,7.59,river,normal
2024-09-23,218.8,7.55,river,normal
2024-09-25,205.8,7.21,river,normal
2024-09-27,263.3,7.67,river,normal
2024-09-29,287.8,7.66,river,normal
2024-10-01,205.0,7.36,river,normal
2024-10-03,254.1,7.51,river,normal
2024-10-05,223.9,7.52,river,normal
2024-10-07,228.3,7.49,river,normal
2024-10-09,226.0,7.37,river,normal
2024-10-11,219.6,7.35,river,normal
2024-10-13,243.0,7.45,river,normal
2024-10-15,221.6,7.63,river,normal
2024-10-17,1449.9,6.64,river,industrial_discharge
2024-10-19,1442.7,6.51,river,industrial_discharge
2024-10-21,1438.8,6.68,river,industrial_discharge
2024-10-23,1423.1,6.14,river,industrial_discharge
2024-10-25,1432.5,6.74,river,industrial_discharge
2024-10-27,266.9,7.21,river,normal
2024-10-29,261.8,7.42,river,normal
2024-10-31,226.2,7.32,river,normal
2024-11-02,254.5,7.29,river,normal
2024-11-04,272.3,7.67,river,normal
2024-11-06,213.3,7.43,river,normal
2024-11-08,270.3,7.55,river,normal
2024-11-10,241.9,7.5,river,normal
2024-11-12,274.5,7.58,river,normal
2024-11-14,243.0,7.53,river,normal
2024-11-16,218.9,7.33,river,normal
2024-11-18,225.4,7.68,river,normal
2024-11-20,269.3,7.46,river,normal
2024-11-22,276.7,7.31,river,normal
2024-11-24,249.8,7.49,river,normal
2024-11-26,290.6,7.78,river,normal
2024-11-28,235.4,7.69,river,normal
2024-11-30,277.7,7.52,river,normal
2024-12-02,251.4,7.53,river,normal
2024-12-04,267.8,7.54,river,normal
2024-12-06,287.8,7.91,river,normal
2024-12-08,267.6,7.66,river,normal
2024-12-10,282.1,7.68,river,normal
2024-12-12,319.5,7.77,river,normal
2024-12-14,282.5,7.66,river,normal
2024-12-16,320.5,7.6,river,normal
2024-12-18,274.0,7.62,river,normal
2024-12-20,318.2,7.64,river,normal
2024-12-22,343.7,7.66,river,normal
2024-12-24,248.6,7.78,river,normal
2024-12-26,293.2,7.69,river,normal
2024-12-28,330.3,7.8,river,normal
2024-12-30,313.5,7.68,river,normal
2025-01-01,10.5,7.02,river,anomaly
2025-01-02,12.1,6.98,river,anomaly
2025-01-03,8.4,7.05,river,anomaly
2025-01-04,15.2,7.00,river,anomaly
2025-01-05,9.8,7.10,river,anomaly
2025-01-06,1850.5,4.21,river,acid_mine_drainage
2025-01-07,1920.1,4.15,river,acid_mine_drainage
2025-01-08,1780.4,4.32,river,acid_mine_drainage
2025-01-09,2050.2,3.88,river,acid_mine_drainage
2025-01-10,1888.0,4.05,river,acid_mine_drainage
2025-01-11,2500.0,8.50,river,industrial_discharge
2025-01-12,2450.5,8.88,river,industrial_discharge
2025-01-13,2600.2,9.10,river,industrial_discharge
2025-01-14,2300.7,8.45,river,industrial_discharge
2025-01-15,2550.9,8.65,river,industrial_discharge
2025-01-16,12.5,7.01,river,anomaly
2025-01-17,11.2,6.95,river,anomaly
2025-01-18,350.5,7.45,river,normal
2025-01-19,345.2,7.52,river,normal
2025-01-20,360.1,7.38,river,normal
2025-01-21,15.5,7.00,river,anomaly
2025-01-22,14.2,6.99,river,anomaly
2025-01-23,2100.4,5.10,river,industrial_discharge
2025-01-24,2200.1,5.25,river,industrial_discharge
2025-01-25,1950.8,4.95,river,industrial_discharge
2025-01-26,5.2,7.05,river,anomaly
2025-01-27,4.8,7.02,river,anomaly
2025-01-28,340.2,7.55,river,normal
2025-01-29,335.5,7.48,river,normal
2025-01-30,355.0,7.60,river,normal
2025-03-01,350.0,7.40,river,normal
2025-03-01,1200.0,6.20,river,industrial_discharge
2025-03-02,350.0,7.40,river,normal
2025-03-02,50.0,7.10,river,anomaly
2025-04-01,350.0,7.40,river,normal
2025-04-01,1500.0,5.50,river,industrial_discharge
2025-04-02,340.0,7.45,river,normal
2025-04-02,50.0,7.10,river,anomaly
2025-04-03,360.0,7.35,river,normal
2025-04-03,2200.0,4.20,river,acid_mine_drainage
